reviewerID_1,reviewerID_2,reviewText_1,reviewText_2
A3R68RWKCSLJNA,A3R68RWKCSLJNA,these toys among best plush dog toys ve tried several i think truly indestructible since always dog somewhere defy claim well made worth buying majority dogs just sure buy size suits dog buy one small swallowed easily dr noys toys great always include extra squeaker pack toy squeaker easily replaceable hidden velcro pouch squeakers indestructible include extra but advantage secure eaten you even buy separate packages squeakers dog tough plush toys or remove squeaker drives crazy in larger sizes replace squeaker tennis ball active dogspay attention sizes listed extrasmall really small best tiniest toy breeds small puppies medium work dogs dog shredder loves destroy plush toys get large sizes if certain breeds like staffordshire terriers bull dogs perhaps another toy would wiser choice you know dogso re tired buying called dog toys really glorified baby toys easily destroyed try ours lasted two years hard play replacing squeakers even better re usually included amazon 43 promotion get one free buy four smaller sizes that way test different designs save one later highly recommended,these toys among best plush dog toys ve tried several i think truly indestructible since always dog somewhere defy claim well made worth buying majority dogs just sure buy size suits dog buy one small swallowed easily dr noys toys great always include extra squeaker pack toy squeaker easily replaceable hidden velcro pouch squeakers indestructible include extra but advantage secure eaten you even buy separate packages squeakers dog tough plush toys or remove squeaker drives crazy in larger sizes replace squeaker tennis ball active dogspay attention sizes listed extrasmall really small best tiniest toy breeds small puppies medium work dogs dog shredder loves destroy plush toys get large sizes if certain breeds like staffordshire terriers bull dogs perhaps another toy would wiser choice you know dogso re tired buying called dog toys really glorified baby toys easily destroyed try ours lasted two years hard play replacing squeakers even better re usually included amazon 43 promotion get one free buy four smaller sizes that way test different designs save one later highly recommended
ARIKAZA71N8AC,ARIKAZA71N8AC,really cute toy still youngest dog half schipperkechihuahua demolished stuffing squeaker within 15 minutes giving but hey flat toy 60g62 but still cute,really cute toy still youngest dog half schipperkechihuahua demolished stuffing squeaker within 15 minutes giving but hey flat toy 60g62
A3ORSTKY5L0C3A,A3ORSTKY5L0C3A,so cheaply mad tiny paper thin would probably last day dogs dont chew toys,so cheaply made tiny paper thin would probably last day dogs dont chew toys
A13PD0PF0KAAUO,A13PD0PF0KAAUO,i happily surprised firs time 42 lb chihuameranian got jaws claws 4 lb sized dog toy instead larger sized stuffed animals she went town beaver dog squeak toy squeak duckie now buyer expects plush materials squeak 3 4 buck better rethink open wallet i wondered long would last i knew would hours days enjoyment kill she blast squeaking thing shaking like nuts day fixated getting squeak she couldn open velcro made hole get squaker thin material destroy squeak gnawing whistle she went though squeakers 2 days still loves haul carcass around throw she must still love got boatload toys still gets throw catch yes beaver duck empty carcasses still carries em around i got i paid expected happy,for firs time 42 lb chihuameranian got jaws claws 4 lb sized dog toy instead larger sized stuffed animals she went town squeak duckie now buyer expects plush materials squeak 3 4 buck better rethink open wallet i wondered long would last i knew would hours days enjoyment kill she blast squeaking thing shaking like nuts day fixated getting squeak she couldn open velcro made hole get squaker thin material destroy squeak gnawing whistle she went though squeakers 2 days still loves haul carcass around throw she must still love got boatload toys still gets throw catch
A1ZG381YTWFY9Q,A1ZG381YTWFY9Q,i got 25 lb yorkie puppy she absolutely loves playing the low stuffing small size perfect tiny mouth she able carry easily mouth able make squeak well made toy teacup small size breed dogs would highly recommend,i got 25 lb yorkie puppy she absolutely loves playing the low stuffing small size perfect tiny mouth she able carry easily mouth able make squeak she plays regularly well made toy teacup small size breed dogs would highly recommend
A2PS9JMW7C2UTC,A2PS9JMW7C2UTC,i usually go advantage flea season starts always worked good costco cat frontline i tried time i figured pretty much boy mistake my flea population exploded frontline i 2 cats 2 dogs frontline itching scratching fleas i waited month literally picking least 30 fleas dogs every night hand try help went back advantage the day applying advantage i found 1 flea dog i long hair cats i cannot see actual fleas i dogs almost dead fell frontline i went 15 fleas fall dogs bathing application almost 100 a lot fleas i applied advantage my cats scratching constantly anymore in 1 day product people frontline told would take 6 months product advantage saved animals house completely infested fleas gross this stuff amazing i always use advantage,i usually go advantage flea season starts always worked good costco frontline i tried time i figured pretty much boy mistake my flea population exploded frontline i waited month literally picking least 30 fleas dogs every night hand try help went back advantage the day applying advantage i found 1 flea dog almost dead fell frontline i went 15 fleas fall dogs bathing application almost 100 a lot fleas i applied advantage in 1 day product people frontline told would take 6 months product advantage saved animals house completely infested fleas gross this stuff amazing i always use advantage
AGTV1DMRMBRSQ,AGTV1DMRMBRSQ,i guess im minority i heard problem shrugged warning one malcontents bad day bought good chewing but made dog sick barfed five times and guess came and yes sharp little edges still no nylabone products i feel strongly danger products i making effort go every nylabone product amazon post warning mb,i guess im minority i heard problem shrugged warning one malcontents bad day bought good chewing but made puppy sick barfed five times and guess came and yes sharp little edges still no nylabone products i feel strongly danger products i making effort go every nylabone product amazon post warning mb
AGTV1DMRMBRSQ,AGTV1DMRMBRSQ,i guess im minority i heard problem shrugged warning one malcontents bad day bought good chewing but made dog sick barfed five times and guess came and yes sharp little edges still no nylabone products i feel strongly danger products i making effort go every nylabone product amazon post warning mb,i guess im minority i heard problem shrugged warning one malcontents bad day bought good chewing but made dog sick barfed five times and guess came and yes sharp little edges still no nylabone products i feel strongly danger products i making effort go every nylabone product amazon post warning also rock hard liable crack teeth mb
AGTV1DMRMBRSQ,AGTV1DMRMBRSQ,i guess im minority i heard problem shrugged warning one malcontents bad day bought good chewing but made dog sick barfed five times and guess came and yes sharp little edges still no nylabone products i feel strongly danger products i making effort go every nylabone product amazon post warning mb,i guess im minority i heard problem shrugged warning one malcontents bad day bought good chewing but made dog sick barfed five times and guess came and yes sharp little edges still no nylabone products i feel strongly danger products i making effort go every nylabone product amazon post warning also rockhard dog may break tooth mb
A2KRUC7DU91382,A2KRUC7DU91382,this puppy favorite chew toy good quality product piece junk she loves brings bed,this puppy favorite chew toy good quality product made usa piece junk she loves brings bed
A33R1ND1P7S66I,A33R1ND1P7S66I,didn last five minutes pretty sad was hoping least 20 minutes chew time oh well,didn last five minutes pretty sad was hoping least months chew time oh well
AQXYA6UQO23HN,AQXYA6UQO23HN,it hard plastic shape spikes my cavalier puppy hasn touched spend money something love bully sticks keep teeth really clean clean built plaque like,it hard plastic shapes lumps my cavalier puppy hasn touched spend money something love bully sticks keep teeth really clean clean built plaque like
AFMWXV5H2D05Q,AFMWXV5H2D05Q,i loved swheat thought id check expensive alternative world best corn litterboth natural resource supports farmersthe wheat actually forms clumps hard rocksworld best corn litter slightly softer clumpsthe wheat inert smell new also never start smell 4 weeks twocat boxworld best corn litter yucky sour corn smell new 3 days began stink litter box and yes im home day i scoop twice day sometimes imagine would smell wasn scooped often like many cat owners swheat 899 big box walmartworld best corn litter 20 comparable sizeswheat winsyou may realized world best corn grain litter superior clay litters but swheat wheat grain litter superior corn smell alone both right box and peed days,i loved swheat thought id check expensive alternative world best corn litterboth natural resource supports farmersthe swheat actually forms clumps hard rocksworld best corn litter slightly softer clumpsthe swheat inert smell new also never start smell 4 weeks twocat boxworld best corn litter yucky sour corn smell new 3 days began stink litter box and yes im home day i scoop twice day sometimes imagine would smell wasn scooped often like many cat owners swheat 899 big box walmartworld best corn litter 20 comparable sizeswheat wins
A31D8R6MISC4MF,A31D8R6MISC4MF,my dog loves ive stopped ordering amazon though local pet store sells fourninety nine ongoing deal buy three bags get 4th free check local pet store better pricesthese great quality safe treats my dog eats dry limited ingredient diet food small breeds he pug allergies never problem treats kibblei recommend trying pet get local pet store much better price,my dog loves ive stopped ordering amazon though local pet store sells fourninety nine ongoing deal buy three bags get 4th free check local pet store better pricesthese great quality safe treats my dog eats dry limited ingredient diet food small breeds he pug allergies never problem treats kibblei recommend trying pet get local prt store much better price
A12URJ8Z6P9Q8S,A12URJ8Z6P9Q8S,we previously model petmate deluxe fresh flow 2 years the motor ran well never broke i gave 2 stars but older outdated model pet store stopped carrying filters so i decided upgrade newer product drinkwell platinum fountaindrinkwell platinum pet fountaini would definitely recommend drinkwell not product the new drinkwell wonderful ive definitely seen three cats drinking much water last two weeks petmate fountain i promise ive found proof litter boxesthe drinkwell water stream much stronger circulates water better petmate it gives water power move debris toward little trap that keeps water bowl much cleaner petmate debris would circulate either sank bottom stuck bowl walls in addition drinkwell filter designed so much better 6 divided coal sections the coal petmate filter would clump bottom believe 2 divided sectionsthe drinkwell also holds lot water both products dishwasher safe regular washing easy either however i say old petmate many tiny corners made pain came scrubbing mineral deposit build guess new one i would recommend paying extra 20 going drinkwell platinum staying away old model,we previously model petmate deluxe fresh flow 2 years the motor ran well never broke i gave 2 stars but older outdated model pet store stopped carrying filters so i decided upgrade newer product drinkwell platinum fountaindrinkwell platinum pet fountaini would definitely recommend drinkwell not product the new drinkwell wonderful ive definitely seen three cats drinking much water last two weeks petmate fountain i promise ive found proof litter boxesthe drinkwell water stream much stronger circulates water better petmate it gives water power move debris toward little trap that keeps water bowl much cleaner petmate debris would circulate either sank bottom stuck bowl walls in addition drinkwell filter designed so much better 6 tightly divided coal sections the coal petmate filter fabric loose would allow coal clump bottom water would flow coal believe filter divided 2 sectionsalso drinkwell also holds lot water both products dishwasher safe regular washing easy either however i say old petmate many tiny corners made pain came scrubbing mineral deposit build guess new one i would recommend paying extra 20 going drinkwell platinum staying away old model
A1N9H3UOAXJVDA,A1N9H3UOAXJVDA,please read first main ingredients buying product do look fancy wordings look look actual ingredients cats eat most food contain1 chicken byproduct meal dry ground rendered clean parts chicken carcass2 whole grain corn grains high carbs fat3 animal fat preserved mixed tocopherols citric acid tocopherol pretty much form vitamin e4 corn gluten meal protein corn product little deficient lysine shouldn protein source isn yes pet digest fine5 brewers rice another product leftovers milling processplease consider grainfee food cat want live longer life grainfree obviously doesn contain grains leftover meats price almost cheap craps,please read first main ingredients buying product do look fancy wordings look look actual ingredients cats eat most food contain1 chicken byproduct meal dry ground rendered clean parts chicken carcass2 whole grain corn grains fine cats3 animal fat preserved mixed tocopherols citric acid tocopherol pretty much form vitamin e4 corn gluten meal protein corn product little deficient lysine shouldn protein source isn yes pet digest fine5 brewers rice another product leftovers milling processplease consider grainfee food cat want live longer life grainfree obviously doesn contain grains leftover meats price almost cheap craps
AOF5LPPFGS9LJ,A3PQMN1HY6GXNC,excellent,excellent
A2CPWZ4KCQHN6M,A2CPWZ4KCQHN6M,for pet it i needed easy use i would suggest others also great,works great pet it i needed easy use i would suggest others also great
A2CPWZ4KCQHN6M,A2CPWZ4KCQHN6M,for pet it i needed easy use i would suggest others also great,dog it i needed easy use i would suggest others also great
AKN6V9Y0YH421,AKN6V9Y0YH421,we 8 yes eight cats large dog frontline plus excellently us 3 years heavy flea tick area texasif used month directed i never found fleas animals 7 outside much daylight hours however use each month twice i forgotten gone couple weeks 4 week 31 day recommendation time fine flea 2 one animals 10 days overdue my bad product two days application no fleas could found animali rate product 4 stars due applicator it difficult easily squeeze plastic container smooth quick easy manner this problem cats like thing wet skin tend run fight back probably small flighty yippy dogs also open outer packaging pipette best done scissors securely packaged hope merial improves soon i give six stars try,we 8 yes eight cats large dog frontline plus excellently us 3 years heavy flea tick area texasif used month directed i never found fleas animals 7 outside much daylight hours however use each month twice i forgotten gone couple weeks 4 week 31 day recommendation time fine flea 2 one animals 10 days overdue my bad product two days application no fleas could found animali rate product 4 stars due applicator it difficult easily squeeze plastic container smooth quick easy manner this problem cats like thing wet skin tend run fight back hope merial improves soon i give six stars try
A2DPYMNI2HCIOI,A2DPYMNI2HCIOI,i used frontline many years pets adverse reactions positive resultsthe impact applying product almost immediate i find apply product right time year last several months in warmer weather fleas typically worst i treat cats dogs may reapply frontline july if pets live outside i would anticipate greater use productit may seem pricier products 1 works single application 2 experience one dose lasts several months i pleased find product amazon i purchased frontline ebay i longer frequent sale fake products cost savings really substantial you could save buck using ebay taking big risk the product may legitimate could expired in addition risks sellers use customer friendly practices frequently purchasing frontline dogs ebay sellers sell large vial canine frontline tell divide large vial three six portions so bother the substance leave slightly greasy appearance spot application this really bother my pets former strays never going beauty pageantthe product i received amazon exactly like offered vet i purchase amazon future,i used frontline many years pets adverse reactions positive resultsthe impact applying product almost immediate i find apply product right time year last several months in warmer weather fleas typically worst i treat cats dogs may reapply frontline july if pets live outside i would anticipate greater use productit may seem pricier products 1 works single application 2 experience one dose lasts several months i pleased find product amazon i purchased frontline ebay i longer cost savings really substantial you could save buck using ebay taking big risk the product may legitimate could expired in addition risks sellers use customer friendly practices frequently purchasing frontline cats ebay sellers sell large vial canine frontline tell divide large vial three six portions so bother the substance leave slightly greasy appearance spot application this really bother my pets former strays never going beauty pageantthe product i received amazon exactly like offered vet i purchase amazon future
A1N2L9A6I686G5,A1N2L9A6I686G5,all 3 dogs love various vitaminenriched tasty pastes available kong although loved chew kongs found really got started inserting paste kong cavity all go nuts put pasty kongs enjoy enjoy i would highly recommend kongs tasty pastes easy use doesn seem make mess great extra treat dogs our 3 give 2 paws,all 3 dogs love various vitaminenriched tasty pastes available kong although loved chew kongs found really got inserted paste cavity all go nuts put pasty kongs enjoy enjoy i would highly recommend kong tasty pastes easy use doesn seem make mess great extra treat dogs our 3 give 2 paws
A3RB2JGKW134ZO,A3RB2JGKW134ZO,my new puppy could less interested treat even mealtime walks away not even sniff ive resort pieces hot dog i know healthy treats far training rely praise,my new puppy could less interested treats even mealtime walks away not even sniff ive resort pieces hot dog i know healthy treats far training rely praise
A1ZFM7VYC7H,A1ZFM7VYC7H,this product looks like giant salami my dogs adore the amount product yields enormous it great value i put subscribe program i want make sure never run tucker capone dogs say don think buy,this product looks like giant salami my dogs adore the amount product yields enormous it great value i put subscribe program i want make sure never run tucker capone dogs say don think buy
AS3UM0LHN7L1Y,AS3UM0LHN7L1Y,my dogs 2 dachshunds chihuahua french bulldog love redbarn beef dog food roll and i love feeding 1 it made in the usa contains no corn soy the lamb rice flavor wheat free well dogs develop allergies corn soy wheat2 it cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 it 93 digestible means less dog poo fewer cleanups4 it complete balanced meal also serve protein supplement mixed dry food5 when cut cubes make wonderful treats training aids yes dogs find yummy6 in pinch i greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion i usually cut entire roll 1 slices cube slices a cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information you might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months can frozen longer storageredbarn beef food roll ingredients beef 25 beef lungs 22 beef liver 22 wheat flour 10 following ingredients account 21 egg product sucrose flax seed salt dicalcium phosphate natural smoke flavor calcium chloride sunflower oil dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin a acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 14crude fat min 5crude fiber max 15moisture max 43crude ash max 3calcium min 05phosphorous min 05amount to feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10 30 lbs feed 1 2 per daydogs weighing 30 50 lbs feed 2 4 per daydogs weighing 50 100 lbs feed 4 8 per daycalories 36324 per 5oz 1 slice equals approximately 5oz,my dogs 2 dachshunds chihuahua french bulldog love redbarn chicken liver dog food roll and i love feeding 1 it made in the usa contains no corn soy the lamb rice flavor wheat free well dogs develop allergies corn soy wheat2 it cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 it 93 digestible means less dog poo fewer cleanups4 it complete balanced meal also serve protein supplement mixed dry food5 when cut cubes make wonderful treats training aids yes dogs find yummy6 in pinch i greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion i usually cut entire roll 1 slices cube slices a cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information you might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months can frozen longer storageredbarn chicken and liver food roll ingredients chicken 25 beef lung 15 chicken liver 15 chicken heart 15 wheat flour 10 following ingredients account 20 egg product sucrose flax seed salt dicalcium phosphate natural smoke flavor calcium chloride sunflower oil dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin a acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 14crude fat min 7crude fiber max 15moisture max 43crude ash max 3calcium min 05phosphorous min 05amount to feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10 30 lbs feed 1 2 per daydogs weighing 30 50 lbs feed 2 4 per daydogs weighing 50 100 lbs feed 4 8 per daycalories 34320 per 5oz 1 slice equals approximately 5oz
AS3UM0LHN7L1Y,AS3UM0LHN7L1Y,my dogs 2 dachshunds chihuahua french bulldog love redbarn beef dog food roll and i love feeding 1 it made in the usa contains no corn soy the lamb rice flavor wheat free well dogs develop allergies corn soy wheat2 it cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 it 93 digestible means less dog poo fewer cleanups4 it complete balanced meal also serve protein supplement mixed dry food5 when cut cubes make wonderful treats training aids yes dogs find yummy6 in pinch i greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion i usually cut entire roll 1 slices cube slices a cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information you might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months can frozen longer storageredbarn beef food roll ingredients beef 25 beef lungs 22 beef liver 22 wheat flour 10 following ingredients account 21 egg product sucrose flax seed salt dicalcium phosphate natural smoke flavor calcium chloride sunflower oil dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin a acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 14crude fat min 5crude fiber max 15moisture max 43crude ash max 3calcium min 05phosphorous min 05amount to feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10 30 lbs feed 1 2 per daydogs weighing 30 50 lbs feed 2 4 per daydogs weighing 50 100 lbs feed 4 8 per daycalories 36324 per 5oz 1 slice equals approximately 5oz,my dogs 2 dachshunds chihuahua french bulldog love redbarn lamb rice dog food roll and i love feeding 1 it made in the usa contains no corn soy wheat dogs develop allergies 2 it cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 it 93 digestible means less dog poo fewer cleanups4 it complete balanced meal also serve protein supplement mixed dry food5 when cut cubes make wonderful treats training aids yes dogs find yummy6 in pinch i greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion i usually cut entire roll 1 slices cube slices a cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information you might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months can frozen longer storageredbarn lamb and rice food roll ingredients lamb 25 lamb lungs 30 brown rice 7 rice flour 7 lamb liver 5 lamb meal 5 following ingredients account 21 egg product sucrose flax seed peas carrots salt dicalcium phosphate natural smoke flavor calcium chloride dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin a acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 12crude fat min 5crude fiber max 1moisture max 48crude ash max 3calcium min 05phosphorous min 05amount to feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10 30 lbs feed 1 2 per daydogs weighing 30 50 lbs feed 2 4 per daydogs weighing 50 100 lbs feed 4 8 per daycalories 335 per 5oz 1 slice equals approximately 5oz
A28QBMCWQPHAMN,A28QBMCWQPHAMN,these great treats size i older dog slightly overweight limit treats these make feel better i feel like im neglecting i love help older hipsthese perfect behavior rewards easily kept pocketthe dogs love i love usa made natural treats,these great treats size i older dog slightly overweight limit treats these make feel better i feel like im neglecting these perfect behavior rewards easily kept pocketthe dogs love i love usa made natural treats
AKZKG2Z7CNV27,AKZKG2Z7CNV27,i bought dog food bag showed pictured veggies chunks meat name like beneful i thought i purchasing nutritious brand dog food my dogs eat food first slowly began like after reading ingredients i completely regret purchasing feel awful feeding dogs the first three ingredients ground yellow corn chicken product meal corn gluten meal how disgusting the main ingredient corn filler one thing vet told back i never forgot when eat corn comes end the thing happens dogs basically dogs cannot fully digest corn carnivores corn cheap filler cause dogs actually eat feel full poop retain less nutrients most inexpensive lowquality pet foods lots fillers cheap ingredients little nutritional valuethe meat beneful product even real meat byproducts stuff leftover actual meat harvested were talking beaks chicken feet eyeballs even chicken poop i would recommend product anyone reason ever it absolutely awful dog food i believe pictures veggies full chunks meat bag allowed packaging product contain pictured items misleading considered false advertisingi recommend stay far away beneful purina products when purchasing dog cat food important thing consider first 3 ingredients make sure first three decent ingredients would eat provided eat typical non vegetarian restricted diet now i know look i usually buy pets natural foods natural balance blue buffalo halo wellness highquality foods tend nutritionally dense meaning feeding much smaller amount number calories if math figure cost number calories need feed pet many premium foods cheaper awful crap re buying grocery store,i bought dog food bag showed pictured veggies chunks meat name like beneful i thought i purchasing nutritious brand dog food my dogs eat food first slowly began like after reading ingredients i completely regret purchasing feel awful feeding dogs the first three ingredients ground yellow corn chicken product meal corn gluten meal how disgusting the main ingredient corn filler one thing vet told back i never forgot when eat corn comes end the thing happens dogs basically dogs cannot fully digest corn carnivores corn cheap filler cause dogs actually eat feel full poop retain less nutrients most inexpensive lowquality pet foods lots fillers cheap ingredients little nutritional valuethe meat beneful product even real meat byproducts stuff leftover actual meat harvested were talking beaks chicken feet eyeballs even chicken poop i would recommend product anyone reason ever it absolutely awful dog food i believe pictures veggies full chunks meat bag allowed packaging product contain pictured items misleading considered false advertisingi recommend stay far away beneful purina products when purchasing dog cat food important thing consider first 3 ingredients make sure first three decent ingredients would eat provided eat typical non vegetarian restricted diet now i know look i usually buy pets natural foods natural balance blue buffalo halo wellness highquality foods tend nutritionally dense meaning feeding much smaller amount number calories if math figure cost number calories need feed pet many premium foods cheaper awful crap re buying grocery store
